0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.100000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.200000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.300000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.400000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.500000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.600000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.700000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.800000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.900000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
2.100000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
2.200000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
2.300000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
2.400000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
2.500000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
2.600000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
2.700000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
2.800000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
2.900000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
3.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
3.100000000000000000e+01,2.000000000000000111e-01,0.000000000000000000e+00
3.200000000000000000e+01,1.612903225806451568e-02,0.000000000000000000e+00
3.300000000000000000e+01,7.935779816513761631e-01,7.926267281105990881e-01
3.400000000000000000e+01,8.075601374570446911e-01,8.068965517241378782e-01
3.500000000000000000e+01,5.088495575221239076e-01,5.066666666666667096e-01
3.600000000000000000e+01,4.273504273504273934e-03,0.000000000000000000e+00
3.700000000000000000e+01,2.652519893899204107e-03,0.000000000000000000e+00
3.800000000000000000e+01,2.004008016032063962e-03,0.000000000000000000e+00
3.900000000000000000e+01,6.954261954261954370e-01,6.951092611862642601e-01
4.000000000000000000e+01,7.865612648221343983e-01,7.863924050632911111e-01
4.100000000000000000e+01,8.726270667483160270e-01,8.725490196078431460e-01
4.200000000000000000e+01,8.615464994775339225e-01,8.614741244119185071e-01
4.300000000000000000e+01,8.484444444444444455e-01,8.483770564695419791e-01
4.400000000000000000e+01,8.913450730610715800e-01,8.913043478260869179e-01
4.500000000000000000e+01,9.050824638168967207e-01,9.050505050505051052e-01
4.600000000000000000e+01,8.828398599172238015e-01,8.828025477707006630e-01
4.700000000000000000e+01,8.700057903879560017e-01,8.699681436432088466e-01
4.800000000000000000e+01,9.034738796075311162e-01,9.034482758620689946e-01
4.900000000000000000e+01,9.213455354934454444e-01,9.213260761999010340e-01
5.000000000000000000e+01,8.743073047858942459e-01,8.742756361803980525e-01
5.100000000000000000e+01,9.007936507936508130e-01,9.007704879757179040e-01
5.200000000000000000e+01,9.486692015209124973e-01,9.486583562222691279e-01
5.300000000000000000e+01,9.459459459459459429e-01,9.459352801894238549e-01
5.400000000000000000e+01,9.425918908677529684e-01,9.425810119386014430e-01
